personLabel,birthDate,genderLabel,partyLabel,start,end,positionLabel,cityLabel,eduLabel,eduTypeLabel
Steve Rothman,1952-10-14T00:00:00Z,male,Democratic Party,1983-01-01T00:00:00Z,1989-01-01T00:00:00Z,"Mayor of Englewood, New Jersey",Englewood,Washington University School of Law,law school
Steve Schewel,1951-01-01T00:00:00Z,male,Democratic Party,2017-12-04T00:00:00Z,2021-12-01T00:00:00Z,"Mayor of Durham, North Carolina",Durham,Duke University,university
Steve Schewel,1951-01-01T00:00:00Z,male,Democratic Party,2017-12-04T00:00:00Z,2021-12-01T00:00:00Z,"Mayor of Durham, North Carolina",Durham,Duke University,private not-for-profit educational institution
Steve Schewel,1951-01-01T00:00:00Z,male,Democratic Party,2017-12-04T00:00:00Z,2021-12-01T00:00:00Z,"Mayor of Durham, North Carolina",Durham,Duke University,open-access publisher
Sue Myrick,1941-08-01T00:00:00Z,female,Republican Party,1987-01-01T00:00:00Z,1991-01-01T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte,Heidelberg University,university
Sue Myrick,1941-08-01T00:00:00Z,female,Republican Party,1987-01-01T00:00:00Z,1991-01-01T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte,Heidelberg University,private not-for-profit educational institution
Sue Myrick,1941-08-01T00:00:00Z,female,Republican Party,1987-01-01T00:00:00Z,1991-01-01T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte,Port Clinton High School,high school
Sue Myrick,1941-08-01T00:00:00Z,female,Republican Party,1987-01-01T00:00:00Z,1991-01-01T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte,Port Clinton High School,public school
Susan Golding,1945-08-18T00:00:00Z,female,Republican Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,Mayor of San Diego,San Diego,Carleton College,liberal arts college
Susan Golding,1945-08-18T00:00:00Z,female,Republican Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,Mayor of San Diego,San Diego,Carleton College,private not-for-profit educational institution
Susan Golding,1945-08-18T00:00:00Z,female,Republican Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,Mayor of San Diego,San Diego,Columbia University,organization
Susan Golding,1945-08-18T00:00:00Z,female,Republican Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,Mayor of San Diego,San Diego,Columbia University,private university
Susan Golding,1945-08-18T00:00:00Z,female,Republican Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,Mayor of San Diego,San Diego,Columbia University,Colonial Colleges
Susan Golding,1945-08-18T00:00:00Z,female,Republican Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,Mayor of San Diego,San Diego,Columbia University,research university
Susan Golding,1945-08-18T00:00:00Z,female,Republican Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,Mayor of San Diego,San Diego,Columbia University,private not-for-profit educational institution
Sylvester Turner,1954-09-27T00:00:00Z,male,Democratic Party,2016-01-02T00:00:00Z,2024-01-01T00:00:00Z,Mayor of Houston,Houston,Harvard Law School,law school
Sylvester Turner,1954-09-27T00:00:00Z,male,Democratic Party,2016-01-02T00:00:00Z,2024-01-01T00:00:00Z,Mayor of Houston,Houston,Harvard Law School,publishing company
Sylvester Turner,1954-09-27T00:00:00Z,male,Democratic Party,2016-01-02T00:00:00Z,2024-01-01T00:00:00Z,Mayor of Houston,Houston,Harvard Law School,graduate school
Sylvester Turner,1954-09-27T00:00:00Z,male,Democratic Party,2016-01-02T00:00:00Z,2024-01-01T00:00:00Z,Mayor of Houston,Houston,Klein High School,high school
Sylvester Turner,1954-09-27T00:00:00Z,male,Democratic Party,2016-01-02T00:00:00Z,2024-01-01T00:00:00Z,Mayor of Houston,Houston,University of Houston,university
Sylvester Turner,1954-09-27T00:00:00Z,male,Democratic Party,2016-01-02T00:00:00Z,2024-01-01T00:00:00Z,Mayor of Houston,Houston,University of Houston,public educational institution of the United States
T. Millet Hand,1902-07-07T00:00:00Z,male,Republican Party,1937-01-01T00:00:00Z,1944-01-01T00:00:00Z,"Mayor of Cape May, New Jersey",Cape May,Penn State Dickinson Law,law school
Ted Gatsas,1950-05-22T00:00:00Z,male,Republican Party,2010-01-05T00:00:00Z,2018-01-02T00:00:00Z,"Mayor of Manchester, New Hampshire",Manchester,University of New Hampshire at Manchester,university
Ted Gatsas,1950-05-22T00:00:00Z,male,Republican Party,2010-01-05T00:00:00Z,2018-01-02T00:00:00Z,"Mayor of Manchester, New Hampshire",Manchester,University of New Hampshire at Manchester,public educational institution of the United States
Ted Wilson,1939-05-15T00:00:00Z,male,Democratic Party,1976-01-01T00:00:00Z,1985-01-01T00:00:00Z,"Mayor of Salt Lake City, Utah",Salt Lake City,South High School,secondary school
Ted Wilson,1939-05-15T00:00:00Z,male,Democratic Party,1976-01-01T00:00:00Z,1985-01-01T00:00:00Z,"Mayor of Salt Lake City, Utah",Salt Lake City,South High School,historic building
Ted Wilson,1939-05-15T00:00:00Z,male,Democratic Party,1976-01-01T00:00:00Z,1985-01-01T00:00:00Z,"Mayor of Salt Lake City, Utah",Salt Lake City,University of Utah,public educational institution of the United States
Ted Wilson,1939-05-15T00:00:00Z,male,Democratic Party,1976-01-01T00:00:00Z,1985-01-01T00:00:00Z,"Mayor of Salt Lake City, Utah",Salt Lake City,University of Utah,public research university
Terry Bellamy,1972-07-09T00:00:00Z,female,Democratic Party,2005-12-06T00:00:00Z,2013-12-10T00:00:00Z,"Mayor of Asheville, North Carolina",Asheville,University of North Carolina at Charlotte,public educational institution of the United States
Terry Bellamy,1972-07-09T00:00:00Z,female,Democratic Party,2005-12-06T00:00:00Z,2013-12-10T00:00:00Z,"Mayor of Asheville, North Carolina",Asheville,University of North Carolina at Charlotte,public research university
Thomas A. Burke,1898-10-30T00:00:00Z,male,Democratic Party,1946-01-01T00:00:00Z,1953-12-31T00:00:00Z,mayor of Cleveland,Cleveland,College of the Holy Cross,university
Thomas A. Burke,1898-10-30T00:00:00Z,male,Democratic Party,1946-01-01T00:00:00Z,1953-12-31T00:00:00Z,mayor of Cleveland,Cleveland,College of the Holy Cross,liberal arts college
Thomas A. Burke,1898-10-30T00:00:00Z,male,Democratic Party,1946-01-01T00:00:00Z,1953-12-31T00:00:00Z,mayor of Cleveland,Cleveland,College of the Holy Cross,private not-for-profit educational institution
Thomas C. Sawyer,1945-08-15T00:00:00Z,male,Democratic Party,1984-01-09T00:00:00Z,1986-12-30T00:00:00Z,"Mayor of Akron, Ohio",Akron,Buchtel High School,high school
Thomas C. Sawyer,1945-08-15T00:00:00Z,male,Democratic Party,1984-01-09T00:00:00Z,1986-12-30T00:00:00Z,"Mayor of Akron, Ohio",Akron,Buchtel High School,public school
Thomas C. Sawyer,1945-08-15T00:00:00Z,male,Democratic Party,1984-01-09T00:00:00Z,1986-12-30T00:00:00Z,"Mayor of Akron, Ohio",Akron,University of Akron,public educational institution of the United States
Thomas C. Sawyer,1945-08-15T00:00:00Z,male,Democratic Party,1984-01-09T00:00:00Z,1986-12-30T00:00:00Z,"Mayor of Akron, Ohio",Akron,University of Akron,public research university
Thomas C. Sawyer,1945-08-15T00:00:00Z,male,Democratic Party,1984-01-09T00:00:00Z,1986-12-30T00:00:00Z,"Mayor of Akron, Ohio",Akron,Western Reserve Academy,university-preparatory school
Thomas C. Sawyer,1945-08-15T00:00:00Z,male,Democratic Party,1984-01-09T00:00:00Z,1986-12-30T00:00:00Z,"Mayor of Akron, Ohio",Akron,Western Reserve Academy,historic district
Thomas Coman,1836-01-01T00:00:00Z,male,Democratic Party,1868-12-01T00:00:00Z,1869-01-04T00:00:00Z,Mayor of New York City,New York City,City College of New York,higher education institution
Thomas Coman,1836-01-01T00:00:00Z,male,Democratic Party,1868-12-01T00:00:00Z,1869-01-04T00:00:00Z,Mayor of New York City,New York City,City College of New York,public educational institution of the United States
"Thomas D'Alesandro, Jr.",1903-08-01T00:00:00Z,male,Democratic Party,1947-05-16T00:00:00Z,1959-05-16T00:00:00Z,Mayor of Baltimore,Baltimore,Calvert College,
Thomas Francis Xavier Smith,1928-07-05T00:00:00Z,male,Democratic Party,1977-07-01T00:00:00Z,1981-05-12T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City,St. Peter's Preparatory School,school
Thomas Gerard Dunn,1921-04-09T00:00:00Z,male,Democratic Party,1964-01-01T00:00:00Z,1993-12-31T00:00:00Z,"Mayor of Elizabeth, New Jersey",Elizabeth,St. Mary of the Assumption High School,high school
Thomas Gordon Hayes,1844-01-05T00:00:00Z,male,Democratic Party,1899-01-01T00:00:00Z,1903-01-01T00:00:00Z,Mayor of Baltimore,Baltimore,Virginia Military Institute,military academy
Thomas Gordon Hayes,1844-01-05T00:00:00Z,male,Democratic Party,1899-01-01T00:00:00Z,1903-01-01T00:00:00Z,Mayor of Baltimore,Baltimore,Virginia Military Institute,military school
Thomas Gordon Hayes,1844-01-05T00:00:00Z,male,Democratic Party,1899-01-01T00:00:00Z,1903-01-01T00:00:00Z,Mayor of Baltimore,Baltimore,Virginia Military Institute,public educational institution of the United States
Thomas Henry Paterniti,1929-02-04T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1978-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Seton Hall University,Catholic university
Thomas Henry Paterniti,1929-02-04T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1978-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Seton Hall University,private not-for-profit educational institution
Thomas Henry Paterniti,1929-02-04T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1978-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,University of Maryland,land-grant university
Thomas Henry Paterniti,1929-02-04T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1978-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,University of Maryland,publishing company
Thomas Henry Paterniti,1929-02-04T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1978-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,University of Maryland,public educational institution of the United States
Thomas Henry Paterniti,1929-02-04T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1978-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,University of Maryland,public research university
"Thomas J. Bliley, Jr.",1932-01-28T00:00:00Z,male,Republican Party,1970-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Benedictine High School,high school
"Thomas J. Bliley, Jr.",1932-01-28T00:00:00Z,male,Republican Party,1970-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Georgetown University,Catholic university
"Thomas J. Bliley, Jr.",1932-01-28T00:00:00Z,male,Republican Party,1970-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Georgetown University,private university
"Thomas J. Bliley, Jr.",1932-01-28T00:00:00Z,male,Republican Party,1970-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Georgetown University,research university
"Thomas J. Bliley, Jr.",1932-01-28T00:00:00Z,male,Republican Party,1970-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Georgetown University,private not-for-profit educational institution
Thomas J. Murphy Jr.,1944-08-15T00:00:00Z,male,Democratic Party,1994-01-03T00:00:00Z,2006-01-03T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,Hunter College,university
Thomas J. Murphy Jr.,1944-08-15T00:00:00Z,male,Democratic Party,1994-01-03T00:00:00Z,2006-01-03T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,Hunter College,public educational institution of the United States
Thomas J. Murphy Jr.,1944-08-15T00:00:00Z,male,Democratic Party,1994-01-03T00:00:00Z,2006-01-03T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,John Carroll University,university
Thomas J. Murphy Jr.,1944-08-15T00:00:00Z,male,Democratic Party,1994-01-03T00:00:00Z,2006-01-03T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,John Carroll University,private not-for-profit educational institution
Thomas L. J. D'Alesandro III,1929-07-24T00:00:00Z,male,Democratic Party,1968-01-01T00:00:00Z,1971-01-01T00:00:00Z,Mayor of Baltimore,Baltimore,Loyola University Maryland,liberal arts college
Thomas L. J. D'Alesandro III,1929-07-24T00:00:00Z,male,Democratic Party,1968-01-01T00:00:00Z,1971-01-01T00:00:00Z,Mayor of Baltimore,Baltimore,Loyola University Maryland,private not-for-profit educational institution
Thomas L. J. D'Alesandro III,1929-07-24T00:00:00Z,male,Democratic Party,1968-01-01T00:00:00Z,1971-01-01T00:00:00Z,Mayor of Baltimore,Baltimore,University of Maryland Francis King Carey School of Law,law school
Thomas Lankey,1961-01-01T00:00:00Z,male,Democratic Party,2014-01-01T00:00:00Z,2021-12-31T00:00:00Z,"Mayor of Edison, New Jersey",Edison,University of Delaware,land-grant university
Thomas Lankey,1961-01-01T00:00:00Z,male,Democratic Party,2014-01-01T00:00:00Z,2021-12-31T00:00:00Z,"Mayor of Edison, New Jersey",Edison,University of Delaware,public university
Thomas Lankey,1961-01-01T00:00:00Z,male,Democratic Party,2014-01-01T00:00:00Z,2021-12-31T00:00:00Z,"Mayor of Edison, New Jersey",Edison,University of Delaware,public educational institution of the United States
Thomas Lankey,1961-01-01T00:00:00Z,male,Democratic Party,2014-01-01T00:00:00Z,2021-12-31T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Wardlaw-Hartridge School,school
Thomas Swann,1809-02-03T00:00:00Z,male,Democratic Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,George Washington University,private university
Thomas Swann,1809-02-03T00:00:00Z,male,Democratic Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,George Washington University,research university
Thomas Swann,1809-02-03T00:00:00Z,male,Democratic Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,George Washington University,private not-for-profit educational institution
Thomas Swann,1809-02-03T00:00:00Z,male,Democratic Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,George Washington University,open-access publisher
Thomas Swann,1809-02-03T00:00:00Z,male,Know Nothing Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,George Washington University,private university
Thomas Swann,1809-02-03T00:00:00Z,male,Know Nothing Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,George Washington University,research university
Thomas Swann,1809-02-03T00:00:00Z,male,Know Nothing Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,George Washington University,private not-for-profit educational institution
Thomas Swann,1809-02-03T00:00:00Z,male,Know Nothing Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,George Washington University,open-access publisher
Thomas Swann,1809-02-03T00:00:00Z,male,Democratic Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,University of Virginia,public educational institution of the United States
Thomas Swann,1809-02-03T00:00:00Z,male,Democratic Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,University of Virginia,public research university
Thomas Swann,1809-02-03T00:00:00Z,male,Know Nothing Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,University of Virginia,public educational institution of the United States
Thomas Swann,1809-02-03T00:00:00Z,male,Know Nothing Party,1856-11-10T00:00:00Z,1860-11-12T00:00:00Z,Mayor of Baltimore,Baltimore,University of Virginia,public research university
Tim Kaine,1958-02-26T00:00:00Z,male,Democratic Party,1998-07-01T00:00:00Z,2001-09-10T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Harvard Law School,law school
Tim Kaine,1958-02-26T00:00:00Z,male,Democratic Party,1998-07-01T00:00:00Z,2001-09-10T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Harvard Law School,publishing company
Tim Kaine,1958-02-26T00:00:00Z,male,Democratic Party,1998-07-01T00:00:00Z,2001-09-10T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Harvard Law School,graduate school
Tim Kaine,1958-02-26T00:00:00Z,male,Democratic Party,1998-07-01T00:00:00Z,2001-09-10T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Rockhurst High School,high school
Tim Kaine,1958-02-26T00:00:00Z,male,Democratic Party,1998-07-01T00:00:00Z,2001-09-10T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,Rockhurst High School,Catholic school
Tim Kaine,1958-02-26T00:00:00Z,male,Democratic Party,1998-07-01T00:00:00Z,2001-09-10T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,University of Missouri,land-grant university
Tim Kaine,1958-02-26T00:00:00Z,male,Democratic Party,1998-07-01T00:00:00Z,2001-09-10T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,University of Missouri,public educational institution of the United States
Tim Kaine,1958-02-26T00:00:00Z,male,Democratic Party,1998-07-01T00:00:00Z,2001-09-10T00:00:00Z,"Mayor of Richmond, Virginia",Richmond,University of Missouri,public research university
Timothy C. Idoni,1955-03-27T00:00:00Z,male,Democratic Party,1991-01-01T00:00:00Z,2005-12-31T00:00:00Z,Mayor of New Rochelle,New Rochelle,Iona University,college
Timothy C. Idoni,1955-03-27T00:00:00Z,male,Democratic Party,1991-01-01T00:00:00Z,2005-12-31T00:00:00Z,Mayor of New Rochelle,New Rochelle,Iona University,private not-for-profit educational institution
Todd Strange,1945-01-01T00:00:00Z,male,Republican Party,2009-03-24T00:00:00Z,2019-11-12T00:00:00Z,"Mayor of Montgomery, Alabama",Montgomery,Alabama College,school
Todd Strange,1945-01-01T00:00:00Z,male,Republican Party,2009-03-24T00:00:00Z,2019-11-12T00:00:00Z,"Mayor of Montgomery, Alabama",Montgomery,Alabama College,university
Todd Strange,1945-01-01T00:00:00Z,male,Republican Party,2009-03-24T00:00:00Z,2019-11-12T00:00:00Z,"Mayor of Montgomery, Alabama",Montgomery,Alabama College,public educational institution of the United States
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,John H. Francis Polytechnic High School,high school
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,John H. Francis Polytechnic High School,public school
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,Southwestern Law School,law school
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,Southwestern Law School,private not-for-profit educational institution
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,"University of California, Los Angeles",university
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,"University of California, Los Angeles",organization
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,"University of California, Los Angeles",university campus
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,"University of California, Los Angeles",public educational institution of the United States
Tom Bradley,1917-12-29T00:00:00Z,male,Democratic Party,1973-07-01T00:00:00Z,1993-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles,"University of California, Los Angeles",public research university
Tom Fink,1928-08-26T00:00:00Z,male,Republican Party,1987-07-01T00:00:00Z,1994-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,Bradley University,private university
Tom Fink,1928-08-26T00:00:00Z,male,Republican Party,1987-07-01T00:00:00Z,1994-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,Bradley University,private not-for-profit educational institution
Tom Fink,1928-08-26T00:00:00Z,male,Republican Party,1987-07-01T00:00:00Z,1994-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,University of Illinois College of Law,law school
Tom Fink,1928-08-26T00:00:00Z,male,Republican Party,1987-07-01T00:00:00Z,1994-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,University of Illinois Urbana–Champaign,university
Tom Fink,1928-08-26T00:00:00Z,male,Republican Party,1987-07-01T00:00:00Z,1994-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,University of Illinois Urbana–Champaign,land-grant university
Tom Fink,1928-08-26T00:00:00Z,male,Republican Party,1987-07-01T00:00:00Z,1994-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,University of Illinois Urbana–Champaign,public educational institution of the United States
Tom Fink,1928-08-26T00:00:00Z,male,Republican Party,1987-07-01T00:00:00Z,1994-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage,University of Illinois Urbana–Champaign,public research university
Tom Henry,1951-11-08T00:00:00Z,male,Democratic Party,2008-01-01T00:00:00Z,2024-03-28T00:00:00Z,"Mayor of Fort Wayne, Indiana",Fort Wayne,University of Saint Francis,Catholic university
Tom Henry,1951-11-08T00:00:00Z,male,Democratic Party,2008-01-01T00:00:00Z,2024-03-28T00:00:00Z,"Mayor of Fort Wayne, Indiana",Fort Wayne,University of Saint Francis,private university
Tom Henry,1951-11-08T00:00:00Z,male,Democratic Party,2008-01-01T00:00:00Z,2024-03-28T00:00:00Z,"Mayor of Fort Wayne, Indiana",Fort Wayne,University of Saint Francis,private not-for-profit educational institution
Tom Moody,1929-11-26T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1984-01-01T00:00:00Z,"Mayor of Columbus, Ohio",Columbus,Ohio State University,land-grant university
Tom Moody,1929-11-26T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1984-01-01T00:00:00Z,"Mayor of Columbus, Ohio",Columbus,Ohio State University,public educational institution of the United States
Tom Moody,1929-11-26T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1984-01-01T00:00:00Z,"Mayor of Columbus, Ohio",Columbus,Ohio State University,public research university
Tom Moody,1929-11-26T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1984-01-01T00:00:00Z,"Mayor of Columbus, Ohio",Columbus,South High School,high school
Tom Moody,1929-11-26T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1984-01-01T00:00:00Z,"Mayor of Columbus, Ohio",Columbus,South High School,public school
Tom Stuart,1936-11-19T00:00:00Z,male,Republican Party,1973-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,Florida Institute of Technology,institute of technology
Tom Stuart,1936-11-19T00:00:00Z,male,Republican Party,1973-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,Florida Institute of Technology,private not-for-profit educational institution
Tom Stuart,1936-11-19T00:00:00Z,male,Republican Party,1973-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,Meridian Community College,community college
Tom Stuart,1936-11-19T00:00:00Z,male,Republican Party,1973-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,Meridian Community College,public educational institution of the United States
Tom Stuart,1936-11-19T00:00:00Z,male,Republican Party,1973-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,Meridian High School,school
Tom Stuart,1936-11-19T00:00:00Z,male,Republican Party,1973-01-01T00:00:00Z,1977-01-01T00:00:00Z,"Mayor of Meridian, Mississippi",Meridian,Meridian Junior College,junior college
Tommy Davis,1942-09-01T00:00:00Z,male,Republican Party,2013-11-05T00:00:00Z,2018-12-27T00:00:00Z,"Mayor of Minden, Louisiana",Minden,Stephens High School,high school
Tommy Davis,1942-09-01T00:00:00Z,male,Republican Party,2013-11-05T00:00:00Z,2018-12-27T00:00:00Z,"Mayor of Minden, Louisiana",Minden,Stephens High School,public school
Tomás Regalado,1947-12-05T00:00:00Z,male,Republican Party,2009-11-11T00:00:00Z,2017-11-07T00:00:00Z,"Mayor of Miami, Florida",Miami,Immaculata-Lasalle High School,high school
Toni Atkins,1962-08-01T00:00:00Z,female,Democratic Party,2005-07-18T00:00:00Z,2005-12-05T00:00:00Z,Mayor of San Diego,San Diego,Emory and Henry University,liberal arts college in the United States
Toni Atkins,1962-08-01T00:00:00Z,female,Democratic Party,2005-07-18T00:00:00Z,2005-12-05T00:00:00Z,Mayor of San Diego,San Diego,Emory and Henry University,Colleges That Change Lives
Toni Atkins,1962-08-01T00:00:00Z,female,Democratic Party,2005-07-18T00:00:00Z,2005-12-05T00:00:00Z,Mayor of San Diego,San Diego,Emory and Henry University,private not-for-profit educational institution
Toni Atkins,1962-08-01T00:00:00Z,female,Democratic Party,2005-07-18T00:00:00Z,2005-12-05T00:00:00Z,Mayor of San Diego,San Diego,John F. Kennedy School of Government,private school
Toni Atkins,1962-08-01T00:00:00Z,female,Democratic Party,2005-07-18T00:00:00Z,2005-12-05T00:00:00Z,Mayor of San Diego,San Diego,John F. Kennedy School of Government,public policy school
Toni Harp,1947-08-06T00:00:00Z,female,Democratic Party,2014-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven,Roosevelt University,university
Toni Harp,1947-08-06T00:00:00Z,female,Democratic Party,2014-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven,Roosevelt University,private not-for-profit educational institution
Toni Harp,1947-08-06T00:00:00Z,female,Democratic Party,2014-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven,Yale University,private university
Toni Harp,1947-08-06T00:00:00Z,female,Democratic Party,2014-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven,Yale University,Colonial Colleges
Toni Harp,1947-08-06T00:00:00Z,female,Democratic Party,2014-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven,Yale University,production company
Toni Harp,1947-08-06T00:00:00Z,female,Democratic Party,2014-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven,Yale University,research university
Toni Harp,1947-08-06T00:00:00Z,female,Democratic Party,2014-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven,Yale University,private not-for-profit educational institution
Toni Harp,1947-08-06T00:00:00Z,female,Democratic Party,2014-01-01T00:00:00Z,2020-01-01T00:00:00Z,"Mayor of New Haven, Connecticut",New Haven,Yale University,academic publisher
Tony F. Mack,1966-01-08T00:00:00Z,male,Democratic Party,2010-07-01T00:00:00Z,2014-02-26T00:00:00Z,"Mayor of Trenton, New Jersey",Trenton,Fairleigh Dickinson University,university
Tony F. Mack,1966-01-08T00:00:00Z,male,Democratic Party,2010-07-01T00:00:00Z,2014-02-26T00:00:00Z,"Mayor of Trenton, New Jersey",Trenton,Fairleigh Dickinson University,private not-for-profit educational institution
Tony F. Mack,1966-01-08T00:00:00Z,male,Democratic Party,2010-07-01T00:00:00Z,2014-02-26T00:00:00Z,"Mayor of Trenton, New Jersey",Trenton,Howard University,school
