person,personLabel,birthDate,genderLabel,partyLabel,start,end,positionLabel,cityLabel,start_year,end_year,birth_year,age_at_start
http://www.wikidata.org/entity/Q7326024,Richard Grant Augustus Donnelly,1841-03-04 00:00:00+00:00,male,Democratic Party,1884-01-01 00:00:00+00:00,1886-01-01 00:00:00+00:00,"Mayor of Trenton, New Jersey",Trenton,1884,1886,1841,43
http://www.wikidata.org/entity/Q7326701,Richard J. Berry,1962-11-05 00:00:00+00:00,male,Republican Party,2009-12-01 00:00:00+00:00,2017-12-01 00:00:00+00:00,"Mayor of Albuquerque, New Mexico",Albuquerque,2009,2017,1962,47
http://www.wikidata.org/entity/Q295267,Richard J. Daley,1902-05-15 00:00:00+00:00,male,Democratic Party,1955-04-20 00:00:00+00:00,1976-12-20 00:00:00+00:00,Mayor of Chicago,Chicago,1955,1976,1902,53
http://www.wikidata.org/entity/Q258542,"Richard Kirman, Sr.",1877-01-14 00:00:00+00:00,male,Democratic Party,1907-01-01 00:00:00+00:00,1909-01-01 00:00:00+00:00,"Mayor of Reno, Nevada",Reno,1907,1909,1877,30
http://www.wikidata.org/entity/Q363079,Richard Lugar,1932-04-04 00:00:00+00:00,male,Republican Party,1968-01-01 00:00:00+00:00,1975-01-01 00:00:00+00:00,Mayor of Indianapolis,Indianapolis,1968,1975,1932,36
http://www.wikidata.org/entity/Q363079,Richard Lugar,1932-04-04 00:00:00+00:00,male,Republican Party,1968-01-01 00:00:00+00:00,1975-01-01 00:00:00+00:00,Mayor of Indianapolis,Unigov,1968,1975,1932,36
http://www.wikidata.org/entity/Q539814,Richard M. Daley,1942-04-24 00:00:00+00:00,male,Democratic Party,1989-04-24 00:00:00+00:00,2011-05-16 00:00:00+00:00,Mayor of Chicago,Chicago,1989,2011,1942,47
http://www.wikidata.org/entity/Q721263,Richard Riordan,1930-05-01 00:00:00+00:00,male,Republican Party,1993-07-01 00:00:00+00:00,2001-07-01 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1993,2001,1930,63
http://www.wikidata.org/entity/Q7329648,Richard Vaux,1816-12-19 00:00:00+00:00,male,Democratic Party,1857-01-01 00:00:00+00:00,1858-01-01 00:00:00+00:00,"Mayor of Philadelphia, Pennsylvania",Philadelphia,1857,1858,1816,41
http://www.wikidata.org/entity/Q7329675,Richard Vinroot,1941-04-14 00:00:00+00:00,male,Republican Party,1991-01-01 00:00:00+00:00,1995-01-01 00:00:00+00:00,"Mayor of Charlotte, North Carolina",Charlotte,1991,1995,1941,50
http://www.wikidata.org/entity/Q7330328,Richardson Dilworth,1898-08-29 00:00:00+00:00,male,Democratic Party,1956-01-02 00:00:00+00:00,1962-02-12 00:00:00+00:00,"Mayor of Philadelphia, Pennsylvania",Philadelphia,1956,1962,1898,58
http://www.wikidata.org/entity/Q7331601,Rick Mystrom,1944-01-02 00:00:00+00:00,male,Republican Party,1994-07-01 00:00:00+00:00,2000-07-01 00:00:00+00:00,"Mayor of Anchorage, Alaska",Anchorage,1994,2000,1944,50
http://www.wikidata.org/entity/Q7341190,Robert A. Baines,1946-01-01 00:00:00+00:00,male,Democratic Party,2000-01-01 00:00:00+00:00,2006-01-01 00:00:00+00:00,"Mayor of Manchester, New Hampshire",Manchester,2000,2006,1946,54
http://www.wikidata.org/entity/Q2156376,Robert Anderson Van Wyck,1849-07-20 00:00:00+00:00,male,Democratic Party,1898-01-01 00:00:00+00:00,1901-12-31 00:00:00+00:00,Mayor of New York City,New York City,1898,1901,1849,49
http://www.wikidata.org/entity/Q1487079,Robert Cluck,1939-03-20 00:00:00+00:00,male,Republican Party,2003-05-03 00:00:00+00:00,2015-05-19 00:00:00+00:00,"Mayor of Arlington, Texas",Arlington,2003,2015,1939,64
http://www.wikidata.org/entity/Q7343297,Robert D. Clifton,1968-12-31 00:00:00+00:00,male,Republican Party,1996-10-01 00:00:00+00:00,2005-01-18 00:00:00+00:00,"Mayor of Matawan, New Jersey",Matawan,1996,2005,1968,28
http://www.wikidata.org/entity/Q7343859,Robert E. McKisson,1863-01-30 00:00:00+00:00,male,Republican Party,1895-01-01 00:00:00+00:00,1898-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1895,1898,1863,32
http://www.wikidata.org/entity/Q1314053,Robert Ewing Thomason,1879-05-30 00:00:00+00:00,male,Democratic Party,1927-01-01 00:00:00+00:00,1930-01-01 00:00:00+00:00,"Mayor of El Paso, Texas",El Paso,1927,1930,1879,48
http://www.wikidata.org/entity/Q439156,Robert Ferdinand Wagner Jr.,1910-04-20 00:00:00+00:00,male,Democratic Party,1954-01-01 00:00:00+00:00,1965-12-31 00:00:00+00:00,Mayor of New York City,New York City,1954,1965,1910,44
http://www.wikidata.org/entity/Q7344479,Robert Francis Catterson,1835-03-22 00:00:00+00:00,male,Republican Party,1871-11-13 00:00:00+00:00,1873-11-10 00:00:00+00:00,"Mayor of Little Rock, Arkansas",Little Rock,1871,1873,1835,36
http://www.wikidata.org/entity/Q16204904,Robert Garcia,1977-12-02 00:00:00+00:00,male,Republican Party,2014-07-15 00:00:00+00:00,2022-12-20 00:00:00+00:00,"Mayor of Long Beach, California",Long Beach,2014,2022,1977,37
http://www.wikidata.org/entity/Q16204904,Robert Garcia,1977-12-02 00:00:00+00:00,male,Democratic Party,2014-07-15 00:00:00+00:00,2022-12-20 00:00:00+00:00,"Mayor of Long Beach, California",Long Beach,2014,2022,1977,37
http://www.wikidata.org/entity/Q7345088,Robert Hunter Morris,1808-02-15 00:00:00+00:00,male,Democratic Party,1841-01-01 00:00:00+00:00,1844-01-01 00:00:00+00:00,Mayor of New York City,New York City,1841,1844,1808,33
http://www.wikidata.org/entity/Q7346168,Robert Jones,1944-04-22 00:00:00+00:00,male,Democratic Party,1997-01-01 00:00:00+00:00,2005-01-01 00:00:00+00:00,"Mayor of Kalamazoo, Michigan",Kalamazoo,1997,2005,1944,53
http://www.wikidata.org/entity/Q18217449,Robert L. Summerlin,1858-01-01 00:00:00+00:00,male,Democratic Party,1880-01-01 00:00:00+00:00,1881-01-01 00:00:00+00:00,"Mayor of Orlando, Florida",Orlando,1880,1881,1858,22
http://www.wikidata.org/entity/Q1277872,Robert M. Riddle,1812-08-17 00:00:00+00:00,male,Republican Party,1853-01-14 00:00:00+00:00,1854-01-13 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,1853,1854,1812,41
http://www.wikidata.org/entity/Q7348034,Robert Nichols,1944-11-25 00:00:00+00:00,male,Republican Party,1985-01-01 00:00:00+00:00,1989-01-01 00:00:00+00:00,"Mayor of Jacksonville, Texas",Jacksonville,1985,1989,1944,41
http://www.wikidata.org/entity/Q20971457,Robert Pratt,1845-12-12 00:00:00+00:00,male,Republican Party,1895-01-07 00:00:00+00:00,1899-01-02 00:00:00+00:00,Mayor of Minneapolis,Minneapolis,1895,1899,1845,50
http://www.wikidata.org/entity/Q21031097,Robert S. Cassatt,1806-07-23 00:00:00+00:00,male,Whig Party,1846-01-16 00:00:00+00:00,1847-01-15 00:00:00+00:00,"Mayor of Allegheny, Pennsylvania",Allegheny,1846,1847,1806,40
http://www.wikidata.org/entity/Q7349815,Robert Singer,1947-10-29 00:00:00+00:00,male,Republican Party,2009-01-01 00:00:00+00:00,2009-01-01 00:00:00+00:00,"Mayor of Lakewood Township, New Jersey",Lakewood,2009,2009,1947,62
http://www.wikidata.org/entity/Q2158950,Robert T. Van Horn,1824-05-19 00:00:00+00:00,male,Republican Party,1861-01-01 00:00:00+00:00,1862-01-01 00:00:00+00:00,"Mayor of Kansas City, Missouri",Kansas City,1861,1862,1824,37
http://www.wikidata.org/entity/Q1343350,Rocky Anderson,1951-09-09 00:00:00+00:00,male,Democratic Party,2000-01-01 00:00:00+00:00,2008-01-01 00:00:00+00:00,"Mayor of Salt Lake City, Utah",Salt Lake City,2000,2008,1951,49
http://www.wikidata.org/entity/Q1343350,Rocky Anderson,1951-09-09 00:00:00+00:00,male,Justice Party,2000-01-01 00:00:00+00:00,2008-01-01 00:00:00+00:00,"Mayor of Salt Lake City, Utah",Salt Lake City,2000,2008,1951,49
http://www.wikidata.org/entity/Q50505337,Roger MacLean,2000-01-01 00:00:00+00:00,male,Republican Party,2018-03-09 00:00:00+00:00,2018-03-29 00:00:00+00:00,"Mayor of Allentown, Pennsylvania",Allentown,2018,2018,2000,18
http://www.wikidata.org/entity/Q50505337,Roger MacLean,2000-01-01 00:00:00+00:00,male,Democratic Party,2018-03-09 00:00:00+00:00,2018-03-29 00:00:00+00:00,"Mayor of Allentown, Pennsylvania",Allentown,2018,2018,2000,18
http://www.wikidata.org/entity/Q886900,Roland H. Hartley,1864-06-26 00:00:00+00:00,male,Republican Party,1910-01-01 00:00:00+00:00,1912-01-01 00:00:00+00:00,"Mayor of Everett, Washington",Everett,1910,1912,1864,46
http://www.wikidata.org/entity/Q4453932,Roman Gribbs,1925-12-29 00:00:00+00:00,male,Democratic Party,1970-01-06 00:00:00+00:00,1974-01-01 00:00:00+00:00,"Mayor of Detroit, Michigan",Detroit,1970,1974,1925,45
http://www.wikidata.org/entity/Q1870154,Ron Dellums,1935-11-24 00:00:00+00:00,male,Democratic Party,2007-01-08 00:00:00+00:00,2011-01-03 00:00:00+00:00,"Mayor of Oakland, California",Oakland,2007,2011,1935,72
http://www.wikidata.org/entity/Q7363834,Ron Gonzales,1951-01-01 00:00:00+00:00,male,Democratic Party,1999-01-01 00:00:00+00:00,2007-01-09 00:00:00+00:00,Mayor of San Jose,San Jose,1999,2007,1951,48
http://www.wikidata.org/entity/Q1399368,Ron Kirk,1954-06-27 00:00:00+00:00,male,Democratic Party,1995-06-05 00:00:00+00:00,2002-02-20 00:00:00+00:00,"Mayor of Dallas, Texas",Dallas,1995,2002,1954,41
http://www.wikidata.org/entity/Q2165469,Ron Littlefield,1946-07-11 00:00:00+00:00,male,Republican Party,2005-04-18 00:00:00+00:00,2013-04-15 00:00:00+00:00,Mayor of Chattanooga,Chattanooga,2005,2013,1946,59
http://www.wikidata.org/entity/Q30323642,Ron Nirenberg,1977-04-11 00:00:00+00:00,male,independent politician,2017-06-21 00:00:00+00:00,2025-06-18 00:00:00+00:00,Mayor of San Antonio,San Antonio,2017,2025,1977,40
http://www.wikidata.org/entity/Q7365137,Ronald N. Young,1940-10-19 00:00:00+00:00,male,Democratic Party,1974-01-01 00:00:00+00:00,1990-01-01 00:00:00+00:00,"Mayor of Frederick, Maryland",Frederick,1974,1990,1940,34
http://www.wikidata.org/entity/Q294854,Roswell B. Mason,1805-09-19 00:00:00+00:00,male,Republican Party,1869-01-01 00:00:00+00:00,1871-01-01 00:00:00+00:00,Mayor of Chicago,Chicago,1869,1871,1805,64
http://www.wikidata.org/entity/Q13562559,Roxanne Qualls,1953-03-03 00:00:00+00:00,female,Democratic Party,1993-01-01 00:00:00+00:00,1999-01-01 00:00:00+00:00,"mayor of Cincinnati, Ohio",Cincinnati,1993,1999,1953,40
http://www.wikidata.org/entity/Q7372629,Roy Carl Afflerbach Jr.,1945-02-06 00:00:00+00:00,male,Democratic Party,2002-01-07 00:00:00+00:00,2006-01-03 00:00:00+00:00,"Mayor of Allentown, Pennsylvania",Allentown,2002,2006,1945,57
http://www.wikidata.org/entity/Q7377435,Rudolph M. Clay,1936-07-16 00:00:00+00:00,male,Democratic Party,2006-04-07 00:00:00+00:00,2011-12-31 00:00:00+00:00,"Mayor of Gary, Indiana",Gary,2006,2011,1936,70
http://www.wikidata.org/entity/Q5579260,Rufus Blodgett,1834-10-09 00:00:00+00:00,male,Democratic Party,1893-01-01 00:00:00+00:00,1898-01-01 00:00:00+00:00,"Mayor of Long Branch, New Jersey",Long Branch,1893,1898,1834,59
http://www.wikidata.org/entity/Q7387848,S. S. Davis,1817-12-19 00:00:00+00:00,male,Republican Party,1871-01-01 00:00:00+00:00,1873-01-01 00:00:00+00:00,"mayor of Cincinnati, Ohio",Cincinnati,1871,1873,1817,54
http://www.wikidata.org/entity/Q7407716,Sam Jones,1947-04-14 00:00:00+00:00,male,Democratic Party,2005-09-01 00:00:00+00:00,2013-08-01 00:00:00+00:00,"Mayor of Mobile, Alabama",Mobile,2005,2013,1947,58
http://www.wikidata.org/entity/Q16731481,Sam Liccardo,1970-04-16 00:00:00+00:00,male,Democratic Party,2015-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,Mayor of San Jose,San Jose,2015,2023,1970,45
http://www.wikidata.org/entity/Q7407853,Sam Massell,1927-08-26 00:00:00+00:00,male,Democratic Party,1970-01-01 00:00:00+00:00,1974-01-01 00:00:00+00:00,"Mayor of Atlanta, Georgia",Atlanta,1970,1974,1927,43
http://www.wikidata.org/entity/Q552548,Sam Yorty,1909-10-01 00:00:00+00:00,male,Republican Party,1961-07-01 00:00:00+00:00,1973-07-01 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1961,1973,1909,52
http://www.wikidata.org/entity/Q552548,Sam Yorty,1909-10-01 00:00:00+00:00,male,Democratic Party,1961-07-01 00:00:00+00:00,1973-07-01 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1961,1973,1909,52
http://www.wikidata.org/entity/Q7410831,Samuel B. H. Vance,1814-01-01 00:00:00+00:00,male,Republican Party,1874-11-30 00:00:00+00:00,1874-12-31 00:00:00+00:00,Mayor of New York City,New York City,1874,1874,1814,60
http://www.wikidata.org/entity/Q2217982,Samuel Beakes,1861-01-11 00:00:00+00:00,male,Democratic Party,1888-01-01 00:00:00+00:00,1890-01-01 00:00:00+00:00,"Mayor of Ann Arbor, Michigan",Ann Arbor,1888,1890,1861,27
http://www.wikidata.org/entity/Q43144,Sarah Palin,1964-02-11 00:00:00+00:00,female,Republican Party,1996-01-01 00:00:00+00:00,2002-01-01 00:00:00+00:00,"Mayor of Wasilla, Alaska",Wasilla,1996,2002,1964,32
http://www.wikidata.org/entity/Q63465059,Schuyler Colfax III,1870-04-11 00:00:00+00:00,male,Republican Party,1898-01-01 00:00:00+00:00,1902-01-01 00:00:00+00:00,"Mayor of South Bend, Indiana",South Bend,1898,1902,1870,28
http://www.wikidata.org/entity/Q945472,Sempronius H. Boyd,1828-05-28 00:00:00+00:00,male,Republican Party,1858-01-01 00:00:00+00:00,1860-01-01 00:00:00+00:00,"Mayor of Springfield, Missouri",Springfield,1858,1860,1828,30
http://www.wikidata.org/entity/Q2274772,Seth Low,1850-01-18 00:00:00+00:00,male,Republican Party,1902-01-01 00:00:00+00:00,1903-12-31 00:00:00+00:00,Mayor of New York City,New York City,1902,1903,1850,52
http://www.wikidata.org/entity/Q2109934,Sharon Pratt,1944-01-30 00:00:00+00:00,female,Democratic Party,1991-01-02 00:00:00+00:00,1995-01-02 00:00:00+00:00,Mayor of the District of Columbia,District of Columbia,1991,1995,1944,47
http://www.wikidata.org/entity/Q149475,Sharon Sayles Belton,1951-05-13 00:00:00+00:00,female,Democratic Party,1994-01-01 00:00:00+00:00,2001-12-31 00:00:00+00:00,Mayor of Minneapolis,Minneapolis,1994,2001,1951,43
http://www.wikidata.org/entity/Q149475,Sharon Sayles Belton,1951-05-13 00:00:00+00:00,female,Minnesota Democratic–Farmer–Labor Party,1994-01-01 00:00:00+00:00,2001-12-31 00:00:00+00:00,Mayor of Minneapolis,Minneapolis,1994,2001,1951,43
http://www.wikidata.org/entity/Q7490387,Sharpe James,1936-02-20 00:00:00+00:00,male,Democratic Party,1986-07-01 00:00:00+00:00,2006-06-30 00:00:00+00:00,"Mayor of Newark, New Jersey",Newark,1986,2006,1936,50
http://www.wikidata.org/entity/Q3481746,Sheila Dixon,1953-12-27 00:00:00+00:00,female,Democratic Party,2007-01-17 00:00:00+00:00,2010-02-04 00:00:00+00:00,Mayor of Baltimore,Baltimore,2007,2010,1953,54
http://www.wikidata.org/entity/Q7494765,Sherburn Merrill Becker,1876-11-13 00:00:00+00:00,male,Republican Party,1906-01-01 00:00:00+00:00,1908-01-01 00:00:00+00:00,Mayor of Milwaukee,Milwaukee,1906,1908,1876,30
http://www.wikidata.org/entity/Q1274909,Sherman Otis Houghton,1828-04-10 00:00:00+00:00,male,Republican Party,1855-01-01 00:00:00+00:00,1856-01-01 00:00:00+00:00,Mayor of San Jose,San Jose,1855,1856,1828,27
http://www.wikidata.org/entity/Q529446,Shirley Franklin,1945-05-10 00:00:00+00:00,female,Democratic Party,2002-01-07 00:00:00+00:00,2010-01-03 00:00:00+00:00,"Mayor of Atlanta, Georgia",Atlanta,2002,2010,1945,57
http://www.wikidata.org/entity/Q7498773,Shirley Huffman,1928-08-30 00:00:00+00:00,female,Republican Party,1985-01-01 00:00:00+00:00,1993-01-01 00:00:00+00:00,Mayor of Hillsboro,Hillsboro,1985,1993,1928,57
http://www.wikidata.org/entity/Q107138295,Simon C. Wilson,1841-11-08 00:00:00+00:00,male,Republican Party,1883-01-01 00:00:00+00:00,1886-01-01 00:00:00+00:00,"Mayor of Harrisburg, Pennsylvania",Harrisburg,1883,1886,1841,42
http://www.wikidata.org/entity/Q1193094,Smith Ely,1825-04-17 00:00:00+00:00,male,Democratic Party,1877-01-01 00:00:00+00:00,1878-12-31 00:00:00+00:00,Mayor of New York City,New York City,1877,1878,1825,52
http://www.wikidata.org/entity/Q179150,Sonny Bono,1935-02-16 00:00:00+00:00,male,Republican Party,1988-01-01 00:00:00+00:00,1992-01-01 00:00:00+00:00,"Mayor of Palm Springs, California",Palm Springs,1988,1992,1935,53
http://www.wikidata.org/entity/Q7563035,Sophie Masloff,1917-12-23 00:00:00+00:00,female,Democratic Party,1988-05-06 00:00:00+00:00,1994-01-03 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,1988,1994,1917,71
http://www.wikidata.org/entity/Q16208237,Spencer Cox,1975-07-11 00:00:00+00:00,male,Republican Party,2005-01-01 00:00:00+00:00,2008-01-01 00:00:00+00:00,mayor of a place in Utah,Utah,2005,2008,1975,30
http://www.wikidata.org/entity/Q16211635,Stacey Jordan,1970-09-29 00:00:00+00:00,female,Republican Party,2013-01-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,"Mayor of Moorestown, New Jersey",Moorestown,2013,2014,1970,43
http://www.wikidata.org/entity/Q7597571,Stan Brookshire,1905-07-22 00:00:00+00:00,male,Democratic Party,1961-01-01 00:00:00+00:00,1969-01-01 00:00:00+00:00,"Mayor of Charlotte, North Carolina",Charlotte,1961,1969,1905,56
http://www.wikidata.org/entity/Q3498466,Stephanie Rawlings-Blake,1970-03-17 00:00:00+00:00,female,Democratic Party,2010-02-04 00:00:00+00:00,2016-12-06 00:00:00+00:00,Mayor of Baltimore,Baltimore,2010,2016,1970,40
http://www.wikidata.org/entity/Q16031420,Stephen Buhrer,1825-12-25 00:00:00+00:00,male,Democratic Party,1867-01-01 00:00:00+00:00,1870-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1867,1870,1825,42
http://www.wikidata.org/entity/Q7608903,Stephen Clark Foster,1820-01-01 00:00:00+00:00,male,Democratic Party,1848-01-01 00:00:00+00:00,1849-05-21 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1848,1849,1820,28
http://www.wikidata.org/entity/Q7609638,Stephen K. Benjamin,1969-12-01 00:00:00+00:00,male,Democratic Party,2010-07-01 00:00:00+00:00,2022-01-04 00:00:00+00:00,"Mayor of Columbia, South Carolina",Columbia,2010,2022,1969,41
http://www.wikidata.org/entity/Q30123184,Stephen M. Ross,1951-01-01 00:00:00+00:00,male,Republican Party,2003-01-01 00:00:00+00:00,2007-01-01 00:00:00+00:00,"Mayor of Burlington, North Carolina",Burlington,2003,2007,1951,52
http://www.wikidata.org/entity/Q185480,Steve Bartlett,1947-09-19 00:00:00+00:00,male,Republican Party,1991-01-01 00:00:00+00:00,1995-01-01 00:00:00+00:00,"Mayor of Dallas, Texas",Dallas,1991,1995,1947,44
http://www.wikidata.org/entity/Q185480,Steve Bartlett,1947-09-19 00:00:00+00:00,male,Republican Party of Texas,1991-01-01 00:00:00+00:00,1995-01-01 00:00:00+00:00,"Mayor of Dallas, Texas",Dallas,1991,1995,1947,44
http://www.wikidata.org/entity/Q21104152,Steve Cassano,1947-03-07 00:00:00+00:00,male,Democratic Party,1991-01-01 00:00:00+00:00,2005-01-01 00:00:00+00:00,"Mayor of Manchester, Connecticut",Manchester,1991,2005,1947,44
http://www.wikidata.org/entity/Q7613209,Steve M. Thompson,1944-10-27 00:00:00+00:00,male,Republican Party,2001-01-01 00:00:00+00:00,2007-01-01 00:00:00+00:00,"Mayor of Fairbanks, Alaska",Fairbanks,2001,2007,1944,57
http://www.wikidata.org/entity/Q1286695,Steve Rothman,1952-10-14 00:00:00+00:00,male,Democratic Party,1983-01-01 00:00:00+00:00,1989-01-01 00:00:00+00:00,"Mayor of Englewood, New Jersey",Englewood,1983,1989,1952,31
http://www.wikidata.org/entity/Q42863039,Steve Schewel,1951-01-01 00:00:00+00:00,male,Democratic Party,2017-12-04 00:00:00+00:00,2021-12-01 00:00:00+00:00,"Mayor of Durham, North Carolina",Durham,2017,2021,1951,66
http://www.wikidata.org/entity/Q367796,Sue Myrick,1941-08-01 00:00:00+00:00,female,Republican Party,1987-01-01 00:00:00+00:00,1991-01-01 00:00:00+00:00,"Mayor of Charlotte, North Carolina",Charlotte,1987,1991,1941,46
http://www.wikidata.org/entity/Q7647883,Susan Golding,1945-08-18 00:00:00+00:00,female,Republican Party,1992-01-01 00:00:00+00:00,2000-01-01 00:00:00+00:00,Mayor of San Diego,San Diego,1992,2000,1945,47
http://www.wikidata.org/entity/Q16751186,Sylvester Turner,1954-09-27 00:00:00+00:00,male,Democratic Party,2016-01-02 00:00:00+00:00,2024-01-01 00:00:00+00:00,Mayor of Houston,Houston,2016,2024,1954,62
http://www.wikidata.org/entity/Q2383377,T. Millet Hand,1902-07-07 00:00:00+00:00,male,Republican Party,1937-01-01 00:00:00+00:00,1944-01-01 00:00:00+00:00,"Mayor of Cape May, New Jersey",Cape May,1937,1944,1902,35
http://www.wikidata.org/entity/Q7693219,Ted Gatsas,1950-05-22 00:00:00+00:00,male,Republican Party,2010-01-05 00:00:00+00:00,2018-01-02 00:00:00+00:00,"Mayor of Manchester, New Hampshire",Manchester,2010,2018,1950,60
http://www.wikidata.org/entity/Q7693889,Ted Wilson,1939-05-15 00:00:00+00:00,male,Democratic Party,1976-01-01 00:00:00+00:00,1985-01-01 00:00:00+00:00,"Mayor of Salt Lake City, Utah",Salt Lake City,1976,1985,1939,37
http://www.wikidata.org/entity/Q7704108,Terry Bellamy,1972-07-09 00:00:00+00:00,female,Democratic Party,2005-12-06 00:00:00+00:00,2013-12-10 00:00:00+00:00,"Mayor of Asheville, North Carolina",Asheville,2005,2013,1972,33
http://www.wikidata.org/entity/Q7781896,Theodore Lukens,1848-10-06 00:00:00+00:00,male,Republican Party,1890-01-01 00:00:00+00:00,1895-01-01 00:00:00+00:00,"Mayor of Pasadena, California",Pasadena,1890,1895,1848,42
http://www.wikidata.org/entity/Q1382524,Thomas A. Burke,1898-10-30 00:00:00+00:00,male,Democratic Party,1946-01-01 00:00:00+00:00,1953-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1946,1953,1898,48
http://www.wikidata.org/entity/Q7787272,Thomas B. Smith,1868-11-02 00:00:00+00:00,male,Republican Party,1916-01-03 00:00:00+00:00,1920-01-05 00:00:00+00:00,"Mayor of Philadelphia, Pennsylvania",Philadelphia,1916,1920,1868,48
http://www.wikidata.org/entity/Q967900,Thomas C. Sawyer,1945-08-15 00:00:00+00:00,male,Democratic Party,1984-01-09 00:00:00+00:00,1986-12-30 00:00:00+00:00,"Mayor of Akron, Ohio",Akron,1984,1986,1945,39
http://www.wikidata.org/entity/Q7788552,Thomas Coman,1836-01-01 00:00:00+00:00,male,Democratic Party,1868-12-01 00:00:00+00:00,1869-01-04 00:00:00+00:00,Mayor of New York City,New York City,1868,1869,1836,32
http://www.wikidata.org/entity/Q1156152,"Thomas D'Alesandro, Jr.",1903-08-01 00:00:00+00:00,male,Democratic Party,1947-05-16 00:00:00+00:00,1959-05-16 00:00:00+00:00,Mayor of Baltimore,Baltimore,1947,1959,1903,44
http://www.wikidata.org/entity/Q7789768,Thomas Francis Gilroy,1840-06-03 00:00:00+00:00,male,Democratic Party,1893-01-01 00:00:00+00:00,1894-12-31 00:00:00+00:00,Mayor of New York City,New York City,1893,1894,1840,53
http://www.wikidata.org/entity/Q7789481,Thomas Francis Xavier Smith,1928-07-05 00:00:00+00:00,male,Democratic Party,1977-07-01 00:00:00+00:00,1981-05-12 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1977,1981,1928,49
http://www.wikidata.org/entity/Q7789903,Thomas Gallagher,1883-11-20 00:00:00+00:00,male,Democratic Party,1959-01-15 00:00:00+00:00,1959-12-02 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,1959,1959,1883,76
http://www.wikidata.org/entity/Q7789913,Thomas Gangemi,1903-07-29 00:00:00+00:00,male,Democratic Party,1961-07-01 00:00:00+00:00,1963-09-26 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1961,1963,1903,58
http://www.wikidata.org/entity/Q7789858,Thomas Gerard Dunn,1921-04-09 00:00:00+00:00,male,Democratic Party,1964-01-01 00:00:00+00:00,1993-12-31 00:00:00+00:00,"Mayor of Elizabeth, New Jersey",Elizabeth,1964,1993,1921,43
http://www.wikidata.org/entity/Q23011185,Thomas Gordon Hayes,1844-01-05 00:00:00+00:00,male,Democratic Party,1899-01-01 00:00:00+00:00,1903-01-01 00:00:00+00:00,Mayor of Baltimore,Baltimore,1899,1903,1844,55
http://www.wikidata.org/entity/Q7790310,Thomas Henry Paterniti,1929-02-04 00:00:00+00:00,male,Democratic Party,1974-01-01 00:00:00+00:00,1978-01-01 00:00:00+00:00,"Mayor of Edison, New Jersey",Edison,1974,1978,1929,45
http://www.wikidata.org/entity/Q2424940,"Thomas J. Bliley, Jr.",1932-01-28 00:00:00+00:00,male,Republican Party,1970-01-01 00:00:00+00:00,1977-01-01 00:00:00+00:00,"Mayor of Richmond, Virginia",Richmond,1970,1977,1932,38
http://www.wikidata.org/entity/Q14245653,Thomas J. Murphy Jr.,1944-08-15 00:00:00+00:00,male,Democratic Party,1994-01-03 00:00:00+00:00,2006-01-03 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,1994,2006,1944,50
http://www.wikidata.org/entity/Q7791171,Thomas Joseph Whelan,1922-01-28 00:00:00+00:00,male,Democratic Party,1963-11-13 00:00:00+00:00,1971-07-06 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1963,1971,1922,41
http://www.wikidata.org/entity/Q7791637,Thomas L. J. D'Alesandro III,1929-07-24 00:00:00+00:00,male,Democratic Party,1968-01-01 00:00:00+00:00,1971-01-01 00:00:00+00:00,Mayor of Baltimore,Baltimore,1968,1971,1929,39
http://www.wikidata.org/entity/Q18631468,Thomas Lankey,1961-01-01 00:00:00+00:00,male,Democratic Party,2014-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,"Mayor of Edison, New Jersey",Edison,2014,2021,1961,53
http://www.wikidata.org/entity/Q477914,Thomas Swann,1809-02-03 00:00:00+00:00,male,Democratic Party,1856-11-10 00:00:00+00:00,1860-11-12 00:00:00+00:00,Mayor of Baltimore,Baltimore,1856,1860,1809,47
http://www.wikidata.org/entity/Q477914,Thomas Swann,1809-02-03 00:00:00+00:00,male,Know Nothing Party,1856-11-10 00:00:00+00:00,1860-11-12 00:00:00+00:00,Mayor of Baltimore,Baltimore,1856,1860,1809,47
